Nome,cpu total(%),cpus_nucleos,ram(%),disco(%),Quando foi Coletado,Rede recebida(Mbps),Rede enviada(Mbps),Frequencia de uso da CPU(MHz),Endereco MAC
Lucas,10.5,"[6.3, 7.5, 6.1, 7.5]",74.4,22.9,2026-08-21 15:05:42.319410,0.04,0.04,798.21,34:68:95:df:a0:09
Lucas,1.0,"[8.9, 8.8, 6.5, 6.9]",74.3,22.9,2026-08-21 15:05:49.323802,0.06,0.0,798.19,34:68:95:df:a0:09
Lucas,1.3,"[6.2, 6.5, 5.6, 6.3]",74.3,22.9,2026-08-21 15:05:56.328227,0.02,0.0,798.44,34:68:95:df:a0:09
Lucas,4.8,"[3.0, 3.6, 4.6, 3.0]",74.2,22.9,2026-08-21 15:06:03.332894,0.02,0.0,798.24,34:68:95:df:a0:09
Lucas,1.9,"[3.2, 2.0, 2.3, 2.6]",74.1,22.9,2026-08-21 15:06:10.337275,0.03,0.0,798.29,34:68:95:df:a0:09
Lucas,2.0,"[5.0, 5.3, 4.3, 5.9]",74.1,22.9,2026-08-21 15:06:17.341733,0.02,0.01,798.26,34:68:95:df:a0:09
Lucas,2.0,"[6.2, 6.2, 3.9, 4.3]",74.4,22.9,2026-08-21 15:06:24.346174,0.0,0.0,798.27,34:68:95:df:a0:09
Lucas,5.8,"[3.9, 4.0, 3.4, 4.3]",74.6,22.9,2026-08-21 15:06:31.350682,0.02,0.02,723.72,34:68:95:df:a0:09
Lucas,4.9,"[7.4, 7.2, 8.5, 6.7]",74.9,22.9,2026-08-21 15:06:38.353820,0.02,0.01,1422.03,34:68:95:df:a0:09
Lucas,3.0,"[11.8, 11.9, 11.2, 14.0]",74.7,22.9,2026-08-21 15:06:45.358176,0.22,0.01,723.8,34:68:95:df:a0:09
Lucas,2.8,"[4.7, 4.9, 3.2, 3.6]",74.4,22.9,2026-08-21 15:06:52.362437,0.02,0.0,798.23,34:68:95:df:a0:09
Lucas,1.9,"[2.7, 2.7, 3.6, 4.5]",74.5,22.9,2026-08-21 15:06:59.366875,0.01,0.0,649.15,34:68:95:df:a0:09
Lucas,1.4,"[3.2, 3.9, 4.3, 6.8]",74.2,22.9,2026-08-21 15:07:06.371456,0.01,0.0,649.14,34:68:95:df:a0:09
Lucas,2.8,"[5.2, 5.8, 5.9, 4.8]",74.2,22.9,2026-08-21 15:07:13.376009,0.01,0.01,723.83,34:68:95:df:a0:09
Lucas,5.1,"[5.8, 9.4, 5.1, 19.5]",74.5,22.9,2026-08-21 15:07:20.380447,0.03,0.04,649.14,34:68:95:df:a0:09
Lucas,2.4,"[7.9, 8.2, 7.9, 7.8]",74.3,22.9,2026-08-21 15:07:27.384978,0.05,0.02,649.19,34:68:95:df:a0:09
Lucas,7.4,"[4.7, 4.6, 6.4, 4.9]",74.5,22.9,2026-08-21 15:07:34.389529,0.22,0.33,798.32,34:68:95:df:a0:09
Lucas,2.4,"[7.1, 5.8, 6.9, 5.5]",74.3,22.9,2026-08-21 15:07:41.394202,0.03,0.03,723.66,34:68:95:df:a0:09
Lucas,12.3,"[7.9, 5.5, 6.5, 5.2]",74.4,22.9,2026-08-21 15:07:48.398694,0.22,0.23,800.23,34:68:95:df:a0:09
Lucas,1.1,"[4.8, 6.9, 3.9, 4.8]",74.7,22.9,2026-08-21 15:07:55.403172,0.01,0.0,798.39,34:68:95:df:a0:09
Lucas,2.1,"[4.1, 2.3, 3.5, 3.9]",74.8,22.9,2026-08-21 15:08:02.407728,0.01,0.0,723.68,34:68:95:df:a0:09
Lucas,2.3,"[7.8, 8.1, 7.9, 7.9]",74.2,22.9,2026-08-21 15:08:09.412249,0.01,0.0,723.81,34:68:95:df:a0:09
Lucas,1.1,"[4.6, 3.7, 4.6, 4.6]",74.0,22.9,2026-08-21 15:08:16.416544,0.01,0.0,798.24,34:68:95:df:a0:09
Lucas,3.0,"[8.1, 9.2, 6.8, 7.4]",74.4,22.9,2026-08-21 15:08:23.421143,0.01,0.01,723.7,34:68:95:df:a0:09
Lucas,2.8,"[2.6, 4.2, 3.5, 2.6]",74.5,22.9,2026-08-21 15:08:30.425661,0.02,0.02,649.23,34:68:95:df:a0:09
Lucas,9.2,"[5.5, 6.1, 4.3, 6.4]",74.4,22.9,2026-08-21 15:08:37.430129,0.01,0.01,798.3,34:68:95:df:a0:09
Lucas,4.6,"[9.9, 8.1, 9.3, 7.4]",74.5,22.9,2026-08-21 15:08:44.434554,0.31,0.1,798.7,34:68:95:df:a0:09
Lucas,7.9,"[11.9, 8.2, 8.4, 9.2]",74.4,22.9,2026-08-21 15:08:51.438540,0.29,0.14,649.1,34:68:95:df:a0:09
Lucas,1.6,"[2.9, 3.2, 1.9, 3.2]",74.3,22.9,2026-08-21 15:08:58.443057,0.01,0.0,798.41,34:68:95:df:a0:09
Lucas,1.3,"[4.5, 3.5, 4.0, 2.7]",74.3,22.9,2026-08-21 15:09:05.447567,0.01,0.0,574.55,34:68:95:df:a0:09
Lucas,4.3,"[6.3, 3.9, 7.6, 4.6]",74.4,22.9,2026-08-21 15:09:12.452141,0.0,0.0,998.49,34:68:95:df:a0:09
Lucas,2.0,"[5.2, 5.8, 7.5, 5.8]",74.4,22.9,2026-08-21 15:09:19.456532,0.05,0.01,723.82,34:68:95:df:a0:09
Lucas,12.3,"[6.6, 12.3, 7.2, 10.1]",74.5,22.9,2026-08-21 15:09:26.461091,0.31,0.46,798.43,34:68:95:df:a0:09
Lucas,4.4,"[4.1, 5.6, 5.9, 4.9]",74.5,22.9,2026-08-21 15:09:33.465520,0.07,0.06,798.43,34:68:95:df:a0:09
Lucas,2.0,"[3.4, 4.0, 3.2, 2.9]",74.5,22.9,2026-08-21 15:09:40.470035,0.04,0.0,649.15,34:68:95:df:a0:09
Lucas,3.7,"[6.6, 5.2, 4.6, 5.5]",74.1,22.9,2026-08-21 15:09:47.474686,0.13,0.05,649.1,34:68:95:df:a0:09
Lucas,1.3,"[4.8, 5.8, 4.0, 3.3]",74.2,22.9,2026-08-21 15:09:54.479135,0.01,0.0,649.12,34:68:95:df:a0:09
Lucas,1.5,"[2.3, 2.7, 1.7, 2.4]",74.3,22.9,2026-08-21 15:10:01.483366,0.01,0.0,798.24,34:68:95:df:a0:09
Lucas,2.3,"[4.9, 3.6, 4.3, 3.3]",74.3,22.9,2026-08-21 15:10:08.488067,0.01,0.0,798.19,34:68:95:df:a0:09
Lucas,1.1,"[8.0, 7.2, 7.0, 6.6]",74.2,22.9,2026-08-21 15:10:15.492380,0.01,0.0,723.73,34:68:95:df:a0:09
Lucas,3.0,"[4.5, 4.8, 2.9, 2.3]",74.3,22.9,2026-08-21 15:10:22.496811,0.02,0.0,649.1,34:68:95:df:a0:09
